Course ID,Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
198,"HTML5, CSS3 & JavaScript Course: Complete Guide","A Complete Step by Step Guide for Beginners to get started with HTML5, CSS3, & JavaScript in-depth.",https://www.udemy.com/course/html5-css3-javascript-complete-guide/,Fatah Gabrial,4.0,566,4.5 total hours,85 lectures,All Levels,"29,131 students",True,699
201,Complete Vuejs Course: Vue.js + Nuxt.js + PHP + Express.js,"VueJS, Command Line, Babel, NPM, Webpack, Vue JS CLI, Vue.js Router, VueX, Axios, iView, Express.js, Nuxt.js",https://www.udemy.com/course/vuejs-for-students-with-zero-es6-foundation/,OnlyKiosk Tech,4.8,566,18 total hours,289 lectures,All Levels,"3,215 students",True,649
204,"Mastering Django - AJAX, Class Based Views, Forms","Master your skills as a Django developer by learning advanced techniques - Pipenv, Seed Data, External API, Auth Views",https://www.udemy.com/course/mastering-django-part-1-forms-class-based-views-ajax/,Nick Walter,4.3,565,5 total hours,38 lectures,All Levels,"2,860 students",True,749
207,WooCommerce Theme Development: Advanced Course,"Learn how to customize WooCommerce templates, create demo versions and submit the theme to official WordPress repository",https://www.udemy.com/course/woocommerce-wordpress-theme-development/,Marcelo Xavier Vieira,4.8,562,14.5 total hours,97 lectures,Intermediate,"3,639 students",True,699
210,Create Chatbot for Website with React and Node.js,"Create a chatbot for webpage with React and Node.js. Teach chatbot to sell products, give recommendation, measure demand",https://www.udemy.com/course/chatbot-for-website-with-react-and-nodejs/,Jana Bergant,4.8,559,10 total hours,109 lectures,Intermediate,"4,305 students",True,749
213,Enterprise OAuth 2.0 and OpenID Connect,Master OAuth2/OpenID Connect with Okta/Google Authorization Server and Postman. 3 Java/Angular projects (Optional),https://www.udemy.com/course/enterprise-oauth-for-developers/,Viraj Shetty,4.6,557,9.5 total hours,75 lectures,Intermediate,"4,483 students",True,599
216,Drupal 8 for Beginners,Explore the power of Drupal 8 and create efficient and fast Drupal 8 applications from scratch,https://www.udemy.com/course/drupal-8-for-beginners/,Packt Publishing,3.9,556,4 total hours,37 lectures,Beginner,"2,234 students",True,649
159,HTML5 Masterclass: Your Complete Beginner to Advanced Class,The easiest way to learn HTML5 step-by-step from scratch.,https://www.udemy.com/course/the-advanced-html5-bootcamp/,MD TAFSIRUL HAQUE DANISH,3.6,553,7 total hours,83 lectures,All Levels,"25,825 students",True,649
162,Mastering AWS CloudFormation Templates Using JSON,"Master the techniques of developing Cloud Formation templates using JSON, With advanced Concepts And Examples",https://www.udemy.com/course/mastering-aws-cloudformation-templates-using-json/,Hari Kammana,4.4,551,2.5 total hours,28 lectures,All Levels,"2,930 students",True,699
165,React js. From the beginning. w/ Redux and React Router,"Learn React from the beginning! Including React Router, redux, hooks, context, front-end Stripe & a big project",https://www.udemy.com/course/react-js-from-the-beginning-w-redux-and-react-router/,Robert Bunch,4.7,548,26 total hours,213 lectures,Beginner,"2,525 students",True,649
168,Complete PHP from Scratch for Beginners,Start your Career as Back End Web Developer with lots of Practical Examples and Exercises. Skills Guaranteed.,https://www.udemy.com/course/ultimate-php-course-for-absolute-beginners/,Srini Vanamala,4.6,547,17.5 total hours,202 lectures,Beginner,"43,816 students",True,799
171,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",A Comprehensive Project with Step-By-Step Guide on latest Angular 2 Ecosystem and Java Spring Framework Ecosystem,https://www.udemy.com/course/build-angular-2-complete-e-comerce-app-java-spring-mysql/,Le Deng,3.3,544,20.5 total hours,89 lectures,All Levels,"2,661 students",True,649
174,Quarkus Backend development with Java and GraalVM,Learn how to build native backend applications with Quarkus.,https://www.udemy.com/course/quarkus-backend-development-java/,Dmytro Chaban,4.2,544,16.5 total hours,72 lectures,All Levels,"4,691 students",True,649
177,AJAX JSON JavaScript Dynamic and Interactive Web Content,Learn how to use AJAX to send data to your web server and get response data back to output in your web application,https://www.udemy.com/course/ajax-course/,Laurence Svekis,4.0,542,10 total hours,99 lectures,Intermediate,"13,888 students",True,649
180,How to Create Complete Oracle APEX Web Apps Easily,Learn standard approaches to developing complete web enterprise APEX apps from scratch to finish easily and rapidly.,https://www.udemy.com/course/best-practices-to-creating-complete-apex-web-apps-easily/,Michael Nwaogu,4.1,542,5.5 total hours,59 lectures,Intermediate,"2,486 students",True,799
183,React JS Course: The Beginners Guide (Step by Step),Learn to build React JS Based web applications. Complete Practical classes with Live Project,https://www.udemy.com/course/complete-react-js-course-for-beginners-project-included/,Fatah Gabrial,4.0,539,1.5 total hours,26 lectures,All Levels,"42,159 students",True,649
186,"The Complete Web Development Course with PHP, PDO & MySQL",Learn Everything  to be a Professional PHP Developer by Building Fully Functional Website with Admin Panel,https://www.udemy.com/course/the-complete-web-development-course-with-php-pdo-mysql/,Md. A. Barik,4.6,538,11.5 total hours,125 lectures,All Levels,"79,523 students",True,799
190,The Ultimate HTML Developer 2020 Edition,Learn HTML/HTML5 from scratch. Practice tasks and tests included. This is a beginner-friendly course!,https://www.udemy.com/course/the-ultimate-html-developer/,Kalob Taulien,4.7,534,10 total hours,104 lectures,Beginner,"13,510 students",True,649
193,Google Chrome Extension Development From Beginning [2022],The only course you need to learn basics of google chrome extension development and develop your own right away!,https://www.udemy.com/course/chrome-extension-development-course-for-everyone/,Tomas Mikula,4.5,531,2.5 total hours,23 lectures,Beginner,"44,286 students",True,599
196,"Quasar V1: PWA (with Vue JS 2, Firebase, NodeJS & Express)","Create a Beautiful Instagram-Style Progressive Web App with Vue 2, Quasar V1, Firebase, NodeJS & Express",https://www.udemy.com/course/pwa-with-vuejs-quasar-firebase/,Danny Connell,4.9,529,15 total hours,237 lectures,All Levels,"2,802 students",True,599
199,WordPress for Beginners: Create Your Own WordPress Website,Step by Step WordPress Training Course Guide to Create Stunning Websites No Coding or Programming Skills for Beginners,https://www.udemy.com/course/wordpress-create-professional-wordpress-websites-no-coding/,Qadar Khan,3.6,527,5 total hours,49 lectures,Beginner,"20,042 students",True,599
202,Modern web development course: beginner to advanced,"Start with HTML, CSS, JavaScript and move to NodeJS/HapiJS, ReactJS, and finally implement a sentiment analyzer.",https://www.udemy.com/course/mordern-web-development-course-beginner-to-advanced/,Evans Boateng Owusu,3.8,527,5 total hours,48 lectures,Beginner,"23,244 students",True,649
140,The Ultimate Flask Course,Learn the fundamentals of the Flask framework and its various extensions,https://www.udemy.com/course/the-ultimate-flask-course/,Anthony Herbert,4.1,525,28.5 total hours,364 lectures,Beginner,"4,401 students",True,799
143,Python & Django Framework Course: The Complete Guide,Get started with Python 3 & Django 3 Framework. Build Dynamic Web Applications from Scratch,https://www.udemy.com/course/complete-guide-python-django-framework/,Fatah Gabrial,4.5,523,4.5 total hours,96 lectures,All Levels,"44,318 students",True,649
146,C# Console and Windows Forms Development w/ Entity Framework,"Learn to build a practical Data Driven Windows Forms Application using C#, LINQ, Entity Framework and SQL Server.",https://www.udemy.com/course/c-console-and-windows-forms-development-with-linq-adonet/,"Trevoir Williams, Learn IT University, Andrii Piatakha",4.5,523,20 total hours,68 lectures,Beginner,"83,836 students",True,749
149,React Data Visualization - Build a Cryptocurrency Dashboard,"Learn industry secrets of building beautifully fast dashboards with React, Context API, styled-components & CSS Grid.",https://www.udemy.com/course/react-data-visualization-build-a-cryptocurrency-dashboard/,react.school _,4.5,523,4 total hours,41 lectures,All Levels,"2,985 students",True,649
152,The Ultimate MySQL Crash Course 2022,Learn MySQL in No Time,https://www.udemy.com/course/the-ultimate-mysql-crash-course-2021/,Web Coding,4.1,519,2 total hours,20 lectures,Beginner,"77,842 students",True,599
155,Laravel 8 Vuejs & RESTful API Course With Complete Project,"Learn Basic Larave 8 , Vuejs,  Restful Api Fundamentals Then Together All, Create Inventory Management System Project",https://www.udemy.com/course/laravel-vuejs-restful-api-course/,"easy Learning, Kazi Ariyan",4.5,517,53.5 total hours,247 lectures,All Levels,"2,605 students",True,649
158,JavaScript Console Object Ultimate Guide,Discover the Real Power of Javascript Console Object,https://www.udemy.com/course/javascript-console-object-ultimate-guide/,Alperen Talaslıoğlu,4.6,514,1 total hour,15 lectures,All Levels,"27,134 students",True,599
161,Build Complete School Management System Using PHP Framework,This is the only course where erp software is fully developed using the most simpliest approach but very secure,https://www.udemy.com/course/build-complete-school-system-using-php-codeigniter-framework/,Olawuyi Segun Orisunola,4.6,512,78 total hours,700 lectures,All Levels,"2,300 students",True,649
164,The Sass Course! Learn Sass for Real-World Websites,"No B.S. Guide to Learn Sass, Improve Your Workflow and Style Time-Saving, Clean Websites",https://www.udemy.com/course/learn-sass/,Brad Hussey,4.4,512,3.5 total hours,18 lectures,All Levels,"2,928 students",True,649
167,Angular Forms In Depth,Build complex enterprise data forms with the powerful Angular 13 Forms module,https://www.udemy.com/course/angular-forms-course/,Angular University,4.7,512,6.5 total hours,54 lectures,All Levels,"3,247 students",True,799
170,Bootstrap Basics: Program Responsive Websites,"Learn to hand-code your first responsive website with this popular, free and open-source framework in 3 hours.",https://www.udemy.com/course/code-responsive-website-twitter-bootstrap/,"Brad Hussey, Code College",4.7,511,3 total hours,28 lectures,All Levels,"5,308 students",True,649
173,Full-Stack Web Development For Beginners,"Learn  Frontend and Backend Web Development Using: HTML, CSS, JAVASCRIPT, NODE, SQL,POSTGRESQL,REACT,RESTful APIs",https://www.udemy.com/course/full-stack-web-development-for-beginners/,Bluelime Learning Solutions,4.1,509,37 total hours,397 lectures,Beginner,"23,304 students",True,649
176,Learning JavaScript Programming Tutorial. A Definitive Guide,Master the art of JavaScript Programming. A practical hands on tutorial that builds real JavaScript programming skills,https://www.udemy.com/course/programming-javascript/,Infinite Skills,4.4,508,9.5 total hours,93 lectures,All Levels,"17,234 students",True,749
179,MERN Stack - The Complete Guide,"The MERN Stack is one the most popular ways to build powerful, full-stack apps using MongoDB, Express, React, and Node",https://www.udemy.com/course/mern-stack-the-complete-guide/,Reed Barger,4.4,508,8.5 total hours,43 lectures,All Levels,"3,416 students",True,649
182,Modern Multi Vendors E-Commerce Store In PHP,Learn to make modern E-Commerce Store In php&mysqli with bootstrap with its complete functionalities in a single course.,https://www.udemy.com/course/modern-e-commerce-store-in-php-mysqli-with-bootstrap/,Mohammad Tahir Ahmed,4.2,507,116.5 total hours,527 lectures,All Levels,"13,322 students",True,699
185,HTML5 and CSS3 Build: Two Responsive Websites in Hindi||Urdu,"HTML5 and CSS3 Build Responsive websites, S.E.O and publish website to Internet Earn Money making website",https://www.udemy.com/course/css3-in-hindi/,Kushal Koirala,3.7,506,9.5 total hours,55 lectures,All Levels,"40,012 students",True,649
171,Test-Driven Development Masterclass with Angular,Learn the basic and advanced test-driven development techniques by building an Angular application.,https://www.udemy.com/course/test-driven-development-with-angular/,Irek Mirgaleev,4.2,503,3 total hours,26 lectures,Intermediate,"5,751 students",True,699
174,MERN Stack with Blog Project,"Learn, Apply, Build a Blog Project using NodeJs, Express, MongoDB & React",https://www.udemy.com/course/mern-stack-with-blog-project/,Tech Academy,4.3,502,2 total hours,25 lectures,All Levels,"60,555 students",True,649
177,Angular and Node.js Integration,Learn to Integrate Angular with Node.js,https://www.udemy.com/course/angular-and-nodejs-integration/,"Edwin Diaz, Coding Faculty Solutions",3.7,502,1.5 total hours,16 lectures,Intermediate,"20,234 students",True,699
180,"Python for Data science, Machine Learning and AI (Beginners)",Python: Learn Complete Python Programming Latest version 3.4.2  from scratch for beginners and also learn GUI in python.,https://www.udemy.com/course/complete-python-programming-for-beginners/,DoEdu IT Educations,4.4,500,7.5 total hours,84 lectures,All Levels,"12,465 students",True,649
183,Make a Google search engine clone: JavaScript PHP and MySQL,"Learn JavaScript, PHP and MySQL by building your own search engine from scratch! A COMPLETE walkthrough!",https://www.udemy.com/course/google-search-engine-clone/,Reece Kenney,4.9,499,6 total hours,63 lectures,All Levels,"3,200 students",True,649
186,Complete HTML Tutorial from scratch,Learn Complete Html5 from Basics to advanced topics and learn to build beautiful websites.,https://www.udemy.com/course/html-complete-html-course-for-beginners/,DoEdu IT Educations,4.2,498,5 total hours,59 lectures,Beginner,"37,805 students",True,749
189,MERN React Node Next.js Multi User SEO Blogging Platform,Become an Ultimate Web Developer by building a Truly Real World SEO Web App using MERN Stack with React/Next.js for SSR,https://www.udemy.com/course/react-node-nextjs-fullstack-multi-user-blogging-platform-with-seo/,Ryan Dhungel,4.6,496,21 total hours,170 lectures,All Levels,"3,355 students",True,599
192,Laravel 8 - Build Advance Ecommerce Project A-Z,"In This Course, You Will Build Three Different Project With Laravel 8 Include Advance Professional Ecommerce Site A-Z",https://www.udemy.com/course/laravel-advance-ecommerce-project/,"Kazi Ariyan, easy Learning",4.3,492,81 total hours,356 lectures,All Levels,"2,404 students",True,799
195,Learning Drupal 8,"Install, Build, Deploy and Maintain a Customized Drupal Website",https://www.udemy.com/course/learning-drupal-8/,Infinite Skills,4.2,492,9.5 total hours,101 lectures,All Levels,"2,256 students",True,699
198,"Create a Members Only Blog using PHP, MySQL, & AJAX","Create a Database Driven Blog with Authentication, Validated Contact Forms, & Session Variables using PHP, MYSQL, & AJAX",https://www.udemy.com/course/create-a-members-only-blog-using-php-mysql-ajax/,YouAccel Training,4.3,491,2 total hours,20 lectures,Beginner,"120,709 students",True,749
201,HTML5 & CSS3 for Beginners | The Ultimate Guide,"The easiest way to learn modern web design, HTML5 and CSS3 step-by-step from scratch. Design AND code Two Projects.",https://www.udemy.com/course/html5-and-css3-step-by-step-from-the-complete-scratch/,Islam Elgaeidy,4.4,490,4.5 total hours,64 lectures,All Levels,"8,792 students",True,649
204,Google Assistant development with Actions on Google,Google Assistant development in Node.js with Actions on Google & DialogFlow & Firebase for Google Home & Android device,https://www.udemy.com/course/actions-on-google-app-google-assistant/,Jana Bergant,4.3,490,7.5 total hours,82 lectures,All Levels,"3,232 students",True,649
207,Master the MEAN Stack - Learn By Example,"Learn Full Stack JavaScript. Using AngularJS, Node.js, Express and MongoDB we will Build a MEAN-based Web Application.",https://www.udemy.com/course/master-the-mean-stack/,Patrick Schroeder,3.6,490,4.5 total hours,42 lectures,Intermediate,"32,143 students",True,649
210,Learn ASP.NET MVC and Entity Framework (Database First),Learn the fundamentals of ASP.NET MVC and Entity Framework by building a small but practical school management system.,https://www.udemy.com/course/learn-aspnet-mvc-and-entity-framework/,"Trevoir Williams, Learn IT University, Andrii Piatakha",4.3,488,6.5 total hours,23 lectures,All Levels,"79,374 students",True,599
213,WordPress Intermediate Skills,"If you use WordPress, this course takes you beyond the basics and teaches you skills essential to all WordPress users.",https://www.udemy.com/course/wordpress-intermediate/,Andrew Williams,4.5,487,8.5 total hours,86 lectures,Intermediate,"4,364 students",True,799
216,Laravel 8 - Advance Course Build School Management System,"In This Course, You Will Learn Laravel 8 Fundamentals With Project and Complete Advance School Management System Project",https://www.udemy.com/course/laravel-advanced-course-build-school-management-system/,"easy Learning, Kazi Ariyan",4.5,487,62.5 total hours,286 lectures,All Levels,"2,748 students",True,899
159,JavaScript for Beginning Web Developers,Learn JavaScript from the ground up. Perfect for beginners and experienced developers alike.,https://www.udemy.com/course/learn-javascript-programming/,Stone River eLearning,4.7,468,4.5 total hours,31 lectures,Beginner,"7,839 students",True,749
162,Mastering ASP.NET 4 from scratch Using C# - Part 1,Learn How to build Dynamic Web Sites using ASP  .NET 4 Step By Step,https://www.udemy.com/course/masteraspnet/,Kameswara Sarma Uppuluri,4.6,465,16 total hours,116 lectures,All Levels,"1,882 students",True,749
165,Blazor WebAssembly Full Stack Bootcamp with .NET 5,"Build an online browser game from scratch using Blazor WebAssembly, Web API, Entity Framework & SQL Server with .NET 5.",https://www.udemy.com/course/blazor-webassembly/,Patrick God,4.7,463,17.5 total hours,211 lectures,All Levels,"2,730 students",True,699
168,Build A Web App With Spring Framework and Angular 2,(Updated) Step by Step guide on Angular 2 + Spring Boot + Hiberante + Token-based Security+Eclipse,https://www.udemy.com/course/build-a-web-app-with-spring-boot-and-angular-2/,Le Deng,4.1,461,8 total hours,48 lectures,All Levels,"2,283 students",True,649
171,JavaScript programming: JavaScript for beginners,Learn by doing JavaScript exercises and JavaScript coding projects. JavaScript beginner guide to programming concepts.,https://www.udemy.com/course/learn-javascript-online/,Jana Bergant,4.5,460,5 total hours,75 lectures,Beginner,"3,123 students",True,649
174,From A Non Programmer To Full Stack .NET Developer,Full Stack Web Development Tutorial For Beginners: Your First .NET Application using an enterprise approach + FREE eBook,https://www.udemy.com/course/from-a-non-programmer-to-full-stack-net-developer/,Ion Cosmin Grigore,4.7,459,3.5 total hours,46 lectures,Beginner,"2,942 students",True,699
177,Master JavaScript from Scratch (with jQuery and React JS),Learn and Understand Core JavaScript programming from the root and be able to build web apps using jQuery and React Js.,https://www.udemy.com/course/javascript-jquery-react/,Ryan Dhungel,4.3,458,14.5 total hours,202 lectures,Beginner,"17,813 students",True,599
180,Spring Framework Development (Java JEE) with AngularJS UI,Learn how to develop commercial web applications using Java Spring MVC Framework with AngularJS by Google and HTML5,https://www.udemy.com/course/java-spring-mvc-framework-with-angularjs-by-google-and-html5/,Tuna Tore | AWS Solutions Architect,4.3,458,13.5 total hours,70 lectures,All Levels,"7,617 students",True,649
183,Angular 10 Course: Build Angular Apps (Step by Step),Get started to build and development Interactive Web apps with Google's very own JavaScript framework Angular 10,https://www.udemy.com/course/complete-angular-9-course-for-beginners/,Fatah Gabrial,4.8,457,1 total hour,22 lectures,All Levels,"41,760 students",True,649
186,"Chart JS, the complete guide. ChartJS missing manual.",The Chart JS missing manual. Master how to use ChartJS and become a data visualizer with ChartJS!,https://www.udemy.com/course/chart-js/,Nicky Wong,4.7,455,21 total hours,343 lectures,All Levels,"9,501 students",True,749
189,JavaScript Projects for JavaScript Beginners,Interactive Front-End Development for Beginners,https://www.udemy.com/course/javascript-and-the-dom/,Rob Merrill,4.7,455,7.5 total hours,76 lectures,Beginner,"5,585 students",True,749
192,PHP with PDO - ULTIMATE Crash Course,Learn PHP Data Object Objects or PDO and make better secured database queries.,https://www.udemy.com/course/php-with-pdo-ultimate-crash-course/,"Edwin Diaz, Coding Faculty Solutions",4.7,455,1.5 total hours,19 lectures,All Levels,"2,403 students",True,649
195,Learn Web Scraping with NodeJs in 2021 - The Crash Course,"Learn and be great at Web Scraping with NodeJs and tools like: Puppeteer by Google, Request, Cheerio, NightmareJs.",https://www.udemy.com/course/nodejs-web-scraping/,Grohs Fabian,4.1,454,7 total hours,50 lectures,Beginner,"2,789 students",True,649
198,Starting with React & Redux: Build modern apps (2nd edition),"Take you coding to the next level with React, the most popular Javascript library.",https://www.udemy.com/course/the-complete-react-and-redux-course-build-modern-apps/,Coding Revolution,3.9,454,30 total hours,232 lectures,Beginner,"4,280 students",True,599
201,"Microsoft Azure, DevOps and MicroServices with .NET",Build Enterprise class Applications with Microsoft Azure and Stand Out from the Crowd,https://www.udemy.com/course/devops-azure-and-microservices-enterprise-apps-with-net/,Brett Hargreaves,4.5,454,4.5 total hours,45 lectures,Intermediate,"3,628 students",True,699
204,Introduction to D3.js with React,"Learn how to use D3.js (version 6.x) in a React environment. Learn enough D3 to be dangerous, and get started ASAP.",https://www.udemy.com/course/d3-react/,Adam Janes,4.1,453,5.5 total hours,52 lectures,Intermediate,"2,503 students",True,649
140,The Advanced Xamarin Developer Masterclass,Includes Xamarin University Quality content - This Advanced Xamarin Tutorial Course Focuses on Cross Platform Concepts,https://www.udemy.com/course/the-advanced-xamarin-developer-masterclass/,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",4.7,451,14.5 total hours,90 lectures,Intermediate,"5,504 students",True,699
143,The Perfect Nginx Server - Ubuntu Edition,The Absolute Beginners Course to Setting Up Multiple Blazingly Fast WordPress Sites Using Nginx and Ubuntu 20.04,https://www.udemy.com/course/the-perfect-nginx-server-ubuntu-edition/,Andrew Eaton,4.7,451,10.5 total hours,104 lectures,Beginner,"3,097 students",True,799
146,Javascript basics in 34 minutes,Write your first program in modern javascript. Learn javascript basics & start javascript for beginner developer path,https://www.udemy.com/course/basics-of-javascript-programming-language/,Nikoloz Sanakoevi,4.2,446,34 total mins,12 lectures,Beginner,"15,390 students",True,649
149,"Master Full-Stack Web Development | Node, SQL, React, & More","Build a fullstack project with Node.js, PostgreSQL, SQL, React, Redux and more! Covers APIs, authentication, and beyond!",https://www.udemy.com/course/full-stack/,David Joseph Katz,4.2,445,19 total hours,186 lectures,All Levels,"3,595 students",True,649
152,The Complete NodeJS Course: Build a Full Business Rating App,"Go from Beginner to Advanced by using Node.js, MongoDB, Express and Mongoose to build web applications!",https://www.udemy.com/course/learn-nodejs-by-building-an-employee-to-business-rating-app/,"Uzochukwu Eddie Odozi, Suppoman ™",3.2,444,12.5 total hours,61 lectures,All Levels,"18,317 students",True,649
155,Gutenberg Blocks for WordPress and React Developers [2022],Use Your ReactJS and Redux Knowledge to Create Complex Gutenberg Blocks and Plugins from scratch.,https://www.udemy.com/course/gutenberg/,Ali Alaa,4.6,439,27.5 total hours,233 lectures,Expert,"2,869 students",True,799
158,Angular Progressive Web Apps (PWA) MasterClass & FREE E-Book,Practical Guide to Angular Progressive Web Applications (PWA),https://www.udemy.com/course/angular-pwa-course/,Angular University,4.3,439,3.5 total hours,43 lectures,All Levels,"3,827 students",True,649
161,Full introduction to Drupal 8 theming in easy steps,Learn all about the themes in Drupal 8,https://www.udemy.com/course/full-introduction-to-drupal-8-theming-in-easy-steps/,Nikolay Borisov,4.3,438,6 total hours,57 lectures,All Levels,"2,254 students",True,749
164,Creating Python APIs Like a BOSS - The Django REST Framework,"Make RESTful Web APIs for Mobile Apps and Front End JavaScript Frameworks - JSON, XML, CSV, and Authentication Tokens",https://www.udemy.com/course/creating-apis-with-the-django-rest-framework-python/,Nick Walter,4.6,438,3 total hours,26 lectures,Beginner,"3,574 students",True,649
167,Angular Router In Depth,Build large-scale Angular 13 Single Page Applications (SPAs) with the powerful Angular Router,https://www.udemy.com/course/angular-router-course/,Angular University,4.6,437,5 total hours,34 lectures,All Levels,"11,132 students",True,649
170,JavaScript Basics,Everything you need to know about Basic JavaScript!,https://www.udemy.com/course/learn-basic-javascript/,Learn Tech Plus,4.5,436,5 total hours,97 lectures,All Levels,"45,557 students",True,699
173,Learn ASP.NET Core using MVC 6 and Entity Framework Core 1.0,Learn web application development using the new completely written from scratch framework called ASP.NET (5) Core,https://www.udemy.com/course/learn-aspnet-core-mvc-web-apis-ef-core-bonus-ios-app/,Arfan Khan,3.7,435,3 total hours,29 lectures,All Levels,"4,426 students",True,599
176,Laravel Masterclass:Make six web apps with PHP and Laravel,"Restaurant app,Quiz app, Ecommerce app,Photo share app, Ringtone&Wallpaper app,Employee management System app.",https://www.udemy.com/course/laravel-masterclass-build-web-apps-with-laravel-7-php/,Ranjeet Karki,3.8,434,37 total hours,288 lectures,All Levels,"3,182 students",True,599
179,Implement Adobe Analytics - The Ultimate Student Guide,Get your basics right. Implement Adobe Analytics on your website,https://www.udemy.com/course/adobe-analytics-implementation-guide/,Jasvinder Singh Bhatia,4.2,434,4 total hours,40 lectures,All Levels,"2,383 students",True,649
182,Complete JAVA Bootcamp: Go from zero to hero with Spring,Learn full stack java web development,https://www.udemy.com/course/complete-java-bootcamp-go-from-zero-to-hero-with-spring/,Chandan Kumar,4.1,434,37 total hours,40 lectures,All Levels,"47,876 students",True,599
185,Learn HTML and CSS by Examples,Take a look behind the curtains of web technologies,https://www.udemy.com/course/html-by-examples/,Jan Zavrel,4.5,433,3 total hours,21 lectures,Beginner,"13,152 students",True,599
140,REST API with Ruby on Rails: The Complete Guide,Create complete REST API application using Ruby on Rails and Test Driven Development!,https://www.udemy.com/course/ruby-on-rails-api-the-complete-guide/,Sebastian Wilgosz,4.3,432,7 total hours,74 lectures,Intermediate,"3,001 students",True,799
143,Angular Components - like a Pro! (Angular 2/4/5/6/7+),Master the Angular Components like a PRO to create technically brilliant components,https://www.udemy.com/course/angular-components-like-a-pro/,Enrique Oriol,4.2,432,3 total hours,38 lectures,Expert,"3,884 students",True,649
146,Build ECommerce Shopping Cart By React & Redux 2020 Edition,"Become a Senior React Developer! Build a massive E-commerce app with Redux, React Router, React Reveal and more",https://www.udemy.com/course/build-ecommerce-website-by-react-redux-in-one-hour/,Bassir Jafarzadeh,4.8,431,5.5 total hours,16 lectures,All Levels,"10,924 students",True,699
149,HTTP to HTTPS - Secure your Website with SSL for Free,"Fix connection ""Not Secure"" warning in Google Chrome.  A complete guide to installing a free SSL certificate.",https://www.udemy.com/course/https-secure-website-ssl-certificate/,Andrew Williams,4.3,431,2.5 total hours,37 lectures,All Levels,"4,118 students",True,749
152,Wordpress Complete Website MasterClass - Wordpress Made Easy,"Master Wordpress, Web Design, Wordpress Ecommerce, facebook Ads, Wordpress Blogging, Business Branding, Optimization.",https://www.udemy.com/course/wordpress-complete-website-masterclass-wordpress-made-easy/,Khalil Ibrahim,3.9,430,6.5 total hours,50 lectures,Beginner,"46,026 students",True,649
155,PHP Security,Learn to secure your PHP applications,https://www.udemy.com/course/php-security/,"Edwin Diaz, Coding Faculty Solutions",3.8,429,2.5 total hours,24 lectures,All Levels,"3,257 students",True,649
158,Become a Professional Web Developer | Version 3.0,"Everything you need to know to become a professional web developer from scratch, updated for modern development.",https://www.udemy.com/course/web-development-tutorials/,Stone River eLearning,4.7,429,60 total hours,453 lectures,All Levels,"7,481 students",True,649
161,Mastering C++ Standard Library Features,Harness the power of the C++ STL and make full use of its components,https://www.udemy.com/course/mastering-c-standard-library-features/,Packt Publishing,3.7,428,6 total hours,28 lectures,Intermediate,"3,040 students",True,699
164,RESTful Web services with ASP.NET Core,Leveraging ASP.NET Core and Visual Studio 17,https://www.udemy.com/course/restful-web-services-with-aspnet-core/,Packt Publishing,4.2,428,3.5 total hours,21 lectures,Intermediate,"2,142 students",True,649
167,The Divi WordPress Theme for Beginners,"Let's build a beautiful, responsive website together - without coding!",https://www.udemy.com/course/divi-wordpress-theme-for-beginners/,David Sharkey,4.5,427,4 total hours,33 lectures,All Levels,"1,676 students",True,649
171,The Complete Oracle APEX Fundamentals Course (2022),The easiest way to learn Oracle APEX 20 step-by-step from scratch. Rapidly develop a new project with low code.,https://www.udemy.com/course/oracle-application-express-learn-oracle-apex-201/,Velchandru M,4.2,425,7 total hours,52 lectures,Beginner,"10,189 students",True,749
174,Javascript Intermediate level 2 - All about functions,Learn to create different types of function in JavaScript,https://www.udemy.com/course/javascript-intermediate-mastering-functions/,"Edwin Diaz, Coding Faculty Solutions",4.7,425,3 total hours,29 lectures,Intermediate,"3,878 students",True,649
177,HTML and CSS Fundamentals For Absolute Beginners,Learn HTML and CSS Basics to have the necessary  Knowledge that you must acquire before mastering Web Development.,https://www.udemy.com/course/html-and-css-fundamentals-for-absolute-beginners/,Islam Elgaeidy,3.9,425,2 total hours,41 lectures,Beginner,"6,045 students",True,649
180,Getting Started with Spring Boot 2,Start building Spring Framework 5 & Spring Boot 2 applications today!,https://www.udemy.com/course/spring-boot-2/,Dan Vega,4.7,424,13 total hours,104 lectures,Beginner,"2,570 students",True,699
183,JavaScript for Beginners - Learn with 6 main projects!,Learn modern JavaScript from scratch.,https://www.udemy.com/course/learn-javascript-for-beginners-course/,Kalob Taulien,4.6,423,8 total hours,59 lectures,Beginner,"14,061 students",True,649
140,GraphQL with Spring Boot - Foundation I,From Zero to Full GraphQL Microservice,https://www.udemy.com/course/graphql-with-spring-boot-foundation-1/,Butch Clark,4.3,423,2.5 total hours,21 lectures,Beginner,"2,628 students",True,649
143,How to create Websites Build 10 Websites From Scratch,"Build 10+ complete websites from scratch, supercharge your portfolio learn how to create websites HTML CSS JavaScript",https://www.udemy.com/course/ultimate-web-developer-course-build-10-websites-from-scratch/,Laurence Svekis,4.2,423,34 total hours,435 lectures,Beginner,"11,435 students",True,699
